game_id,game_date,home_team,away_team,home_pts,away_pts,season,actual_spread,actual_total
401656363,2024-06-17,Boston Celtics,Dallas Mavericks,106,88,2024,18,194
401656362,2024-06-14,Dallas Mavericks,Boston Celtics,122,84,2024,38,206
401656361,2024-06-12,Dallas Mavericks,Boston Celtics,99,106,2024,-7,205
401656360,2024-06-09,Boston Celtics,Dallas Mavericks,105,98,2024,7,203
401656359,2024-06-06,Boston Celtics,Dallas Mavericks,107,89,2024,18,196
401672980,2024-05-30,Minnesota Timberwolves,Dallas Mavericks,103,124,2024,-21,227
401672979,2024-05-28,Dallas Mavericks,Minnesota Timberwolves,100,105,2024,-5,205
401672001,2024-05-27,Indiana Pacers,Boston Celtics,102,105,2024,-3,207
401672978,2024-05-26,Dallas Mavericks,Minnesota Timberwolves,116,107,2024,9,223
401672000,2024-05-25,Indiana Pacers,Boston Celtics,111,114,2024,-3,225
401672977,2024-05-24,Minnesota Timberwolves,Dallas Mavericks,108,109,2024,-1,217
401671999,2024-05-23,Boston Celtics,Indiana Pacers,126,110,2024,16,236
401672976,2024-05-22,Minnesota Timberwolves,Dallas Mavericks,105,108,2024,-3,213
401671998,2024-05-21,Boston Celtics,Indiana Pacers,133,128,2024,5,261
401658198,2024-05-19,New York Knicks,Indiana Pacers,109,130,2024,-21,239
401657188,2024-05-19,Denver Nuggets,Minnesota Timberwolves,90,98,2024,-8,188
401658194,2024-05-18,Dallas Mavericks,Oklahoma City Thunder,117,116,2024,1,233
401658197,2024-05-17,Indiana Pacers,New York Knicks,116,103,2024,13,219
401657187,2024-05-16,Minnesota Timberwolves,Denver Nuggets,115,70,2024,45,185
401658228,2024-05-15,Boston Celtics,Cleveland Cavaliers,113,98,2024,15,211
401658192,2024-05-15,Oklahoma City Thunder,Dallas Mavericks,92,104,2024,-12,196
401658196,2024-05-14,New York Knicks,Indiana Pacers,121,91,2024,30,212
401657186,2024-05-14,Denver Nuggets,Minnesota Timberwolves,112,97,2024,15,209
401658227,2024-05-13,Cleveland Cavaliers,Boston Celtics,102,109,2024,-7,211
401658191,2024-05-13,Dallas Mavericks,Oklahoma City Thunder,96,100,2024,-4,196
401657423,2024-05-12,Indiana Pacers,New York Knicks,121,89,2024,32,210
401657185,2024-05-12,Minnesota Timberwolves,Denver Nuggets,107,115,2024,-8,222
401658190,2024-05-11,Dallas Mavericks,Oklahoma City Thunder,105,101,2024,4,206
401658226,2024-05-11,Cleveland Cavaliers,Boston Celtics,93,106,2024,-13,199
401657422,2024-05-10,Indiana Pacers,New York Knicks,111,106,2024,5,217
401657184,2024-05-10,Minnesota Timberwolves,Denver Nuggets,90,117,2024,-27,207
401658225,2024-05-09,Boston Celtics,Cleveland Cavaliers,94,118,2024,-24,212
401658188,2024-05-09,Oklahoma City Thunder,Dallas Mavericks,110,119,2024,-9,229
401657421,2024-05-08,New York Knicks,Indiana Pacers,130,121,2024,9,251
401658224,2024-05-07,Boston Celtics,Cleveland Cavaliers,120,95,2024,25,215
401657231,2024-05-07,Oklahoma City Thunder,Dallas Mavericks,117,95,2024,22,212
401657420,2024-05-06,New York Knicks,Indiana Pacers,121,117,2024,4,238
401657183,2024-05-06,Denver Nuggets,Minnesota Timberwolves,80,106,2024,-26,186
401655123,2024-05-05,Cleveland Cavaliers,Orlando Magic,106,94,2024,12,200
401657182,2024-05-04,Denver Nuggets,Minnesota Timberwolves,99,106,2024,-7,205
401655122,2024-05-03,Orlando Magic,Cleveland Cavaliers,103,96,2024,7,199
401655098,2024-05-03,Dallas Mavericks,LA Clippers,114,101,2024,13,215
401655116,2024-05-02,Indiana Pacers,Milwaukee Bucks,120,98,2024,22,218
401655110,2024-05-02,Philadelphia 76ers,New York Knicks,115,118,2024,-3,233
401655103,2024-05-01,Boston Celtics,Miami Heat,118,84,2024,34,202
401655097,2024-05-01,LA Clippers,Dallas Mavericks,93,123,2024,-30,216
401655109,2024-04-30,New York Knicks,Philadelphia 76ers,106,112,2024,-6,218
401655121,2024-04-30,Cleveland Cavaliers,Orlando Magic,104,103,2024,1,207
401655115,2024-04-30,Milwaukee Bucks,Indiana Pacers,115,92,2024,23,207
401655102,2024-04-29,Miami Heat,Boston Celtics,88,102,2024,-14,190
401655078,2024-04-29,New Orleans Pelicans,Oklahoma City Thunder,89,97,2024,-8,186
401655085,2024-04-29,Denver Nuggets,Los Angeles Lakers,108,106,2024,2,214
401655108,2024-04-28,Philadelphia 76ers,New York Knicks,92,97,2024,-5,189
401655096,2024-04-28,Dallas Mavericks,LA Clippers,111,116,2024,-5,227
401655114,2024-04-28,Indiana Pacers,Milwaukee Bucks,126,113,2024,13,239
401655090,2024-04-28,Phoenix Suns,Minnesota Timberwolves,116,122,2024,-6,238
